spo_rouge1_P,spo_rouge1_R,spo_rouge1_F1
0.9298245614035088,0.6973684210526315,0.7969924763050483
1.0,0.9333333333333333,0.9655172363852557
1.0,0.8333333333333334,0.9090909041322315
0.9830508474576272,0.8656716417910447,0.9206349156550769
0.9846153846153847,0.8648648648648649,0.9208633043734797
1.0,0.8541666666666666,0.9213483096376721
0.9210526315789473,0.8536585365853658,0.8860759443742992
1.0,0.875,0.9333333283555556
0.9545454545454546,0.8,0.8704663162823164
1.0,0.8333333333333334,0.9090909041322315
0.9714285714285714,0.85,0.906666661688889
0.9726027397260274,0.8068181818181818,0.8819875726831528
0.9375,0.8333333333333334,0.8823529361937716
1.0,0.890625,0.9421487553473123
1.0,0.9032258064516129,0.9491525373858086
1.0,0.8080808080808081,0.8938547436596861
1.0,0.9090909090909091,0.9523809473922903
0.9565217391304348,0.8301886792452831,0.8888888839138864
1.0,0.8170731707317073,0.8993288541110761
0.9705882352941176,0.9041095890410958,0.9361702077722449
0.9761904761904762,0.6212121212121212,0.7592592545061729
0.9583333333333334,0.7301587301587301,0.8288288239201365
1.0,0.8701298701298701,0.9305555505796682
0.9344262295081968,0.7215189873417721,0.8142857093683674
1.0,0.7757009345794392,0.8736842056060943
1.0,0.9047619047619048,0.9499999950125001
