santa_rouge1_P,santa_rouge1_R,santa_rouge1_F1
0.8771929824561403,0.6024096385542169,0.7142857094581633
0.9206349206349206,0.8055555555555556,0.8592592542814814
0.975,0.7090909090909091,0.8210526267036012
1.0,0.7419354838709677,0.8518518469615913
1.0,0.6557377049180327,0.7920792031369475
1.0,0.8333333333333334,0.9090909041322315
1.0,0.6571428571428571,0.7931034434898931
1.0,0.6666666666666666,0.7999999952000001
0.9714285714285714,0.6938775510204082,0.8095238046626985
0.9642857142857143,0.675,0.794117642214533
