nospo_rouge1_P,nospo_rouge1_R,nospo_rouge1_F1
0.9482758620689655,0.8148148148148148,0.8764940189330329
1.0,0.8775510204081632,0.9347826037169188
0.9487179487179487,0.7115384615384616,0.813186808288854
0.8867924528301887,0.6351351351351351,0.7401574754516709
0.896551724137931,0.6341463414634146,0.7428571380040817
0.98,0.8305084745762712,0.8990825638414276
0.9550561797752809,0.8252427184466019,0.885416661693251
0.9743589743589743,0.6031746031746031,0.745098034492503
0.971830985915493,0.7040816326530612,0.8165680424648997
0.9459459459459459,0.6862745098039216,0.7954545405810952
0.9655172413793104,0.6363636363636364,0.7671232828823419
0.9722222222222222,0.7954545454545454,0.87499999505
0.9636363636363636,0.7681159420289855,0.8548387047411551
1.0,0.826530612244898,0.9050279280059924
0.9620253164556962,0.76,0.8491620062420026
0.9358974358974359,0.776595744680851,0.8488372043455923
0.9318181818181818,0.6721311475409836,0.7809523760834467
0.9302325581395349,0.5714285714285714,0.7079645970553684
0.8717948717948718,0.6181818181818182,0.7234042504640109
0.8378378378378378,0.7380952380952381,0.7848101216023075
0.9178082191780822,0.7613636363636364,0.8322981316893638
0.9318181818181818,0.5694444444444444,0.7068965470154578
0.9428571428571428,0.66,0.7764705833910036
0.9464285714285714,0.7910447761194029,0.8617886129261683
0.961038961038961,0.6981132075471698,0.8087431645244707
0.9285714285714286,0.7123287671232876,0.8062015454744307
0.9736842105263158,0.7708333333333334,0.8604651113466739
0.926829268292683,0.7755102040816326,0.8444444394839508
0.9787234042553191,0.7419354838709677,0.8440366923423954
0.890625,0.7808219178082192,0.8321167833427461
0.978021978021978,0.839622641509434,0.903553294521374
0.8796296296296297,0.7421875,0.8050847407986211
0.9545454545454546,0.6847826086956522,0.7974683495657747
0.967741935483871,0.8,0.8759124038041453
0.9901960784313726,0.8632478632478633,0.922374424247201
1.0,0.7310924369747899,0.8446601892954095
0.9016393442622951,0.6790123456790124,0.7746478824231304
